Time(milliseconds),Start Range (Miles),End Range (Miles),High Power (Boolean),Number of Pules (Multi-Pulse),width (degrees),Azimuth(Degrees),Elevation (Degrees)
38717.89384,0,200,1,1,3,1.25,195.75
38720.04111,0,200,1,14,3,1.25,198.5
38722.18839,0,200,1,16,3,1.25,201.25
38724.33566,0,200,1,1,3,1.25,204
38726.48293,0,200,1,2,3,1.25,206.75
38728.6302,0,200,1,11,3,1.25,209.5
38730.77747,0,200,1,19,3,1.25,212.25
38732.92475,0,200,1,1,3,1.25,215
38735.07202,0,200,1,1,3,1.25,217.75
38737.21929,0,200,1,15,3,1.25,220.5
38739.36656,0,200,1,9,3,1.25,223.25
38741.51383,0,200,1,1,3,1.25,226
38743.66111,0,200,1,1,3,1.25,228.75
38745.80838,0,200,1,1,3,1.25,231.5
38747.95565,0,200,1,1,3,1.25,234.25
38750.10292,0,200,1,1,3,1.25,237
38752.2502,0,200,1,1,3,1.25,239.75
38754.39747,0,200,1,1,3,1.25,242.5
38756.54474,0,200,1,11,3,1.25,245.25
38758.69201,0,200,1,1,3,1.25,248
38760.83928,0,200,1,22,3,1.25,250.75
38762.98656,0,200,1,9,3,1.25,253.5
38765.13383,0,200,1,1,3,1.25,256.25
38767.2811,0,200,1,1,3,1.25,259
38769.42837,0,200,1,6,3,1.25,261.75
38771.57565,0,200,1,1,3,1.25,264.5
38773.72292,0,200,1,13,3,1.25,267.25
38775.87019,0,200,1,4,3,1.25,270
38778.01746,0,200,1,1,3,1.25,272.75
38780.16473,0,200,1,1,3,1.25,275.5
38782.31201,0,200,1,28,3,1.25,278.25
38784.45928,0,200,1,1,3,1.25,281
38786.60655,0,200,1,30,3,1.25,283.75
38788.75382,0,200,1,1,3,1.25,286.5
38790.90109,0,200,1,1,3,1.25,289.25
38793.04837,0,200,1,1,3,1.25,292
38795.19564,0,200,1,1,3,1.25,294.75
38797.34291,0,200,1,12,3,1.25,297.5
38799.49018,0,200,1,1,3,1.25,300.25
38801.63746,0,200,1,1,3,1.25,303
38803.78473,0,200,1,1,3,1.25,305.75
38805.932,0,200,1,15,3,1.25,308.5
38808.07927,0,200,1,1,3,1.25,311.25
38810.22654,0,200,1,1,3,1.25,314
38812.37382,0,200,1,1,3,1.25,316.75
38814.52109,0,200,1,22,3,1.25,319.5
38816.66836,0,200,1,21,3,1.25,322.25
38818.81563,0,200,1,7,3,1.25,325
38820.9629,0,200,1,1,3,1.25,327.75
38823.11018,0,200,1,1,3,1.25,330.5
38825.25745,0,200,1,1,3,1.25,333.25
38827.40472,0,200,1,1,3,1.25,336
38829.55199,0,200,1,29,3,1.25,338.75
38831.69927,0,200,1,1,3,1.25,341.5
38833.84654,0,200,1,1,3,1.25,344.25
38835.99381,0,200,1,28,3,1.25,347
38838.14108,0,200,1,1,3,1.25,349.75
38840.28835,0,200,1,1,3,1.25,352.5
38842.43563,0,200,1,15,3,1.25,355.25
38844.5829,0,200,1,16,3,1.25,358
38846.73017,0,200,1,15,3,1.25,0.75
38848.87744,0,200,1,22,3,1.25,3.5
38851.02472,0,200,1,1,3,1.25,6.25
38853.17199,0,200,1,1,3,1.25,9
38855.31926,0,200,1,1,3,1.25,11.75
38857.46653,0,200,1,1,3,1.25,14.5
38859.6138,0,200,1,1,3,1.25,17.25
38861.76108,0,200,1,1,3,1.25,20
38863.90835,0,200,1,5,3,1.25,22.75
38866.05562,0,200,1,1,3,1.25,25.5
38868.20289,0,200,1,23,3,1.25,28.25
38870.35016,0,200,1,1,3,1.25,31
38872.49744,0,200,1,1,3,1.25,33.75
38874.64471,0,200,1,1,3,1.25,36.5
38876.79198,0,200,1,27,3,1.25,39.25
38878.93925,0,200,1,1,3,1.25,42
38881.08653,0,200,1,1,3,1.25,44.75
38883.2338,0,200,1,4,3,1.25,47.5
38885.38107,0,200,1,1,3,1.25,50.25
38887.52834,0,200,1,1,3,1.25,53
38889.67561,0,200,1,1,3,1.25,55.75
38891.82289,0,200,1,1,3,1.25,58.5
38893.97016,0,200,1,27,3,1.25,61.25
38896.11743,0,200,1,1,3,1.25,64
38898.2647,0,200,1,1,3,1.25,66.75
38900.41198,0,200,1,1,3,1.25,69.5
38902.55925,0,200,1,1,3,1.25,72.25
38904.70652,0,200,1,1,3,1.25,75
38906.85379,0,200,1,1,3,1.25,77.75
38909.00106,0,200,1,23,3,1.25,80.5
38911.14834,0,200,1,1,3,1.25,83.25
38913.29561,0,200,1,1,3,1.25,86
38915.44288,0,200,1,1,3,1.25,88.75
38917.59015,0,200,1,22,3,1.25,91.5
38919.73742,0,200,1,1,3,1.25,94.25
38921.8847,0,200,1,31,3,1.25,97
38924.03197,0,200,1,1,3,1.25,99.75
38926.17924,0,200,1,1,3,1.25,102.5
38928.32651,0,200,1,1,3,1.25,105.25
38930.47379,0,200,1,1,3,1.25,108
38932.62106,0,200,1,20,3,1.25,110.75
38934.76833,0,200,1,1,3,1.25,113.5
38936.9156,0,200,1,23,3,1.25,116.25
38939.06287,0,200,1,1,3,1.25,119
38941.21015,0,200,1,1,3,1.25,121.75
38943.35742,0,200,1,27,3,1.25,124.5
38945.50469,0,200,1,1,3,1.25,127.25
38947.65196,0,200,1,1,3,1.25,130
38949.79923,0,200,1,32,3,1.25,132.75
38951.94651,0,200,1,1,3,1.25,135.5
38954.09378,0,200,1,1,3,1.25,138.25
38956.24105,0,200,1,1,3,1.25,141
38958.38832,0,200,1,1,3,1.25,143.75
38960.5356,0,200,1,1,3,1.25,146.5
38962.68287,0,200,1,1,3,1.25,149.25
38964.83014,0,200,1,1,3,1.25,152
38966.97741,0,200,1,1,3,1.25,154.75
38969.12468,0,200,1,1,3,1.25,157.5
38971.27196,0,200,1,1,3,1.25,160.25
38973.41923,0,200,1,1,3,1.25,163
38975.5665,0,200,1,18,3,1.25,165.75
38977.71377,0,200,1,1,3,1.25,168.5
38979.86105,0,200,1,1,3,1.25,171.25
38982.00832,0,200,1,21,3,1.25,174
38984.15559,0,200,1,1,3,1.25,176.75
38986.30286,0,200,1,1,3,1.25,179.5
38988.45013,0,200,1,1,3,1.25,182.25
38990.59741,0,200,1,1,3,1.25,185
38992.74468,0,200,1,3,3,1.25,187.75
38994.89195,0,200,1,1,3,1.25,190.5
38997.03922,0,200,1,1,3,1.25,193.25
38999.18649,0,200,1,7,3,1.25,196
39001.33377,0,200,1,7,3,1.25,198.75
39003.48104,0,200,1,1,3,1.25,201.5
39005.62831,0,200,1,16,3,1.25,204.25
39007.77558,0,200,1,15,3,1.25,207
39009.92286,0,200,1,6,3,1.25,209.75
39012.07013,0,200,1,1,3,1.25,212.5
39014.2174,0,200,1,1,3,1.25,215.25
39016.36467,0,200,1,9,3,1.25,218
39018.51194,0,200,1,1,3,1.25,220.75
39020.65922,0,200,1,1,3,1.25,223.5
39022.80649,0,200,1,1,3,1.25,226.25
39024.95376,0,200,1,1,3,1.25,229
39027.10103,0,200,1,1,3,1.25,231.75
39029.2483,0,200,1,1,3,1.25,234.5
39031.39558,0,200,1,1,3,1.25,237.25
39033.54285,0,200,1,1,3,1.25,240
39035.69012,0,200,1,20,3,1.25,242.75
39037.83739,0,200,1,30,3,1.25,245.5
39039.98467,0,200,1,1,3,1.25,248.25
39042.13194,0,200,1,1,3,1.25,251
39044.27921,0,200,1,1,3,1.25,253.75
39046.42648,0,200,1,1,3,1.25,256.5
39048.57375,0,200,1,1,3,1.25,259.25
39050.72103,0,200,1,1,3,1.25,262
39052.8683,0,200,1,1,3,1.25,264.75
39055.01557,0,200,1,1,3,1.25,267.5
39057.16284,0,200,1,1,3,1.25,270.25
39059.31012,0,200,1,1,3,1.25,273
39061.45739,0,200,1,7,3,1.25,275.75
39063.60466,0,200,1,1,3,1.25,278.5
39065.75193,0,200,1,23,3,1.25,281.25
39067.8992,0,200,1,1,3,1.25,284
39070.04648,0,200,1,1,3,1.25,286.75
39072.19375,0,200,1,1,3,1.25,289.5
39074.34102,0,200,1,1,3,1.25,292.25
39076.48829,0,200,1,1,3,1.25,295
39078.63556,0,200,1,1,3,1.25,297.75
39080.78284,0,200,1,1,3,1.25,300.5
39082.93011,0,200,1,1,3,1.25,303.25
39085.07738,0,200,1,1,3,1.25,306
39087.22465,0,200,1,17,3,1.25,308.75
39089.37193,0,200,1,1,3,1.25,311.5
39091.5192,0,200,1,9,3,1.25,314.25
39093.66647,0,200,1,1,3,1.25,317
39095.81374,0,200,1,12,3,1.25,319.75
39097.96101,0,200,1,1,3,1.25,322.5
39100.10829,0,200,1,1,3,1.25,325.25
39102.25556,0,200,1,26,3,1.25,328
39104.40283,0,200,1,1,3,1.25,330.75
39106.5501,0,200,1,1,3,1.25,333.5
39108.69737,0,200,1,1,3,1.25,336.25
39110.84465,0,200,1,1,3,1.25,339
39112.99192,0,200,1,7,3,1.25,341.75
39115.13919,0,200,1,1,3,1.25,344.5
39117.28646,0,200,1,1,3,1.25,347.25
39119.43374,0,200,1,13,3,1.25,350
39121.58101,0,200,1,1,3,1.25,352.75
39123.72828,0,200,1,1,3,1.25,355.5
39125.87555,0,200,1,1,3,1.25,358.25
39128.02282,0,200,1,18,3,1.25,1
39130.1701,0,200,1,1,3,1.25,3.75
39132.31737,0,200,1,17,3,1.25,6.5
39134.46464,0,200,1,1,3,1.25,9.25
39136.61191,0,200,1,1,3,1.25,12
39138.75919,0,200,1,1,3,1.25,14.75
39140.90646,0,200,1,14,3,1.25,17.5
39143.05373,0,200,1,1,3,1.25,20.25
39145.201,0,200,1,1,3,1.25,23
39147.34827,0,200,1,1,3,1.25,25.75
39149.49555,0,200,1,1,3,1.25,28.5
39151.64282,0,200,1,1,3,1.25,31.25
39153.79009,0,200,1,3,3,1.25,34
39155.93736,0,200,1,1,3,1.25,36.75
39158.08463,0,200,1,9,3,1.25,39.5
39160.23191,0,200,1,27,3,1.25,42.25
39162.37918,0,200,1,2,3,1.25,45
39164.52645,0,200,1,1,3,1.25,47.75
39166.67372,0,200,1,1,3,1.25,50.5
39168.821,0,200,1,5,3,1.25,53.25
39170.96827,0,200,1,20,3,1.25,56
39173.11554,0,200,1,1,3,1.25,58.75
39175.26281,0,200,1,5,3,1.25,61.5
39177.41008,0,200,1,1,3,1.25,64.25
39179.55736,0,200,1,27,3,1.25,67
39181.70463,0,200,1,1,3,1.25,69.75
39183.8519,0,200,1,21,3,1.25,72.5
39185.99917,0,200,1,13,3,1.25,75.25
39188.14644,0,200,1,10,3,1.25,78
39190.29372,0,200,1,1,3,1.25,80.75
39192.44099,0,200,1,1,3,1.25,83.5
39194.58826,0,200,1,26,3,1.25,86.25
39196.73553,0,200,1,9,3,1.25,89
39198.88281,0,200,1,1,3,1.25,91.75
39201.03008,0,200,1,6,3,1.25,94.5
39203.17735,0,200,1,1,3,1.25,97.25
39205.32462,0,200,1,1,3,1.25,100
39207.47189,0,200,1,1,3,1.25,102.75
39209.61917,0,200,1,1,3,1.25,105.5
39211.76644,0,200,1,1,3,1.25,108.25
39213.91371,0,200,1,1,3,1.25,111
39216.06098,0,200,1,1,3,1.25,113.75
39218.20826,0,200,1,1,3,1.25,116.5
39220.35553,0,200,1,19,3,1.25,119.25
39222.5028,0,200,1,1,3,1.25,122
39224.65007,0,200,1,1,3,1.25,124.75
39226.79734,0,200,1,1,3,1.25,127.5
39228.94462,0,200,1,1,3,1.25,130.25
39231.09189,0,200,1,25,3,1.25,133
39233.23916,0,200,1,28,3,1.25,135.75
39235.38643,0,200,1,1,3,1.25,138.5
39237.5337,0,200,1,28,3,1.25,141.25
39239.68098,0,200,1,1,3,1.25,144
39241.82825,0,200,1,1,3,1.25,146.75
39243.97552,0,200,1,1,3,1.25,149.5
39246.12279,0,200,1,25,3,1.25,152.25
39248.27007,0,200,1,1,3,1.25,155
39250.41734,0,200,1,1,3,1.25,157.75
39252.56461,0,200,1,1,3,1.25,160.5
39254.71188,0,200,1,1,3,1.25,163.25
39256.85915,0,200,1,1,3,1.25,166
39259.00643,0,200,1,1,3,1.25,168.75
39261.1537,0,200,1,1,3,1.25,171.5
39263.30097,0,200,1,26,3,1.25,174.25
39265.44824,0,200,1,1,3,1.25,177
39267.59552,0,200,1,7,3,1.25,179.75
39269.74279,0,200,1,20,3,1.25,182.5
39271.89006,0,200,1,22,3,1.25,185.25
39274.03733,0,200,1,1,3,1.25,188
39276.1846,0,200,1,1,3,1.25,190.75
39278.33188,0,200,1,1,3,1.25,193.5
39280.47915,0,200,1,1,3,1.25,196.25
39282.62642,0,200,1,1,3,1.25,199
39284.77369,0,200,1,1,3,1.25,201.75
39286.92096,0,200,1,13,3,1.25,204.5
39289.06824,0,200,1,1,3,1.25,207.25
39291.21551,0,200,1,1,3,1.25,210
39293.36278,0,200,1,1,3,1.25,212.75
39295.51005,0,200,1,1,3,1.25,215.5
39297.65733,0,200,1,1,3,1.25,218.25
39299.8046,0,200,1,4,3,1.25,221
39301.95187,0,200,1,32,3,1.25,223.75
39304.09914,0,200,1,10,3,1.25,226.5
39306.24641,0,200,1,5,3,1.25,229.25
39308.39369,0,200,1,7,3,1.25,232
39310.54096,0,200,1,1,3,1.25,234.75
39312.68823,0,200,1,11,3,1.25,237.5
39314.8355,0,200,1,27,3,1.25,240.25
39316.98277,0,200,1,19,3,1.25,243
39319.13005,0,200,1,1,3,1.25,245.75
39321.27732,0,200,1,11,3,1.25,248.5
39323.42459,0,200,1,1,3,1.25,251.25
39325.57186,0,200,1,26,3,1.25,254
39327.71914,0,200,1,1,3,1.25,256.75
39329.86641,0,200,1,19,3,1.25,259.5
39332.01368,0,200,1,1,3,1.25,262.25
39334.16095,0,200,1,1,3,1.25,265
39336.30822,0,200,1,1,3,1.25,267.75
39338.4555,0,200,1,1,3,1.25,270.5
39340.60277,0,200,1,5,3,1.25,273.25
39342.75004,0,200,1,5,3,1.25,276
39344.89731,0,200,1,1,3,1.25,278.75
39347.04459,0,200,1,4,3,1.25,281.5
39349.19186,0,200,1,1,3,1.25,284.25
39351.33913,0,200,1,1,3,1.25,287
39353.4864,0,200,1,1,3,1.25,289.75
39355.63367,0,200,1,12,3,1.25,292.5
39357.78095,0,200,1,1,3,1.25,295.25
39359.92822,0,200,1,22,3,1.25,298
39362.07549,0,200,1,1,3,1.25,300.75
39364.22276,0,200,1,1,3,1.25,303.5
39366.37003,0,200,1,4,3,1.25,306.25
39368.51731,0,200,1,29,3,1.25,309
39370.66458,0,200,1,31,3,1.25,311.75
39372.81185,0,200,1,13,3,1.25,314.5
39374.95912,0,200,1,1,3,1.25,317.25
39377.1064,0,200,1,1,3,1.25,320
39379.25367,0,200,1,1,3,1.25,322.75
39381.40094,0,200,1,1,3,1.25,325.5
39383.54821,0,200,1,1,3,1.25,328.25
39385.69548,0,200,1,6,3,1.25,331
39387.84276,0,200,1,1,3,1.25,333.75
39389.99003,0,200,1,11,3,1.25,336.5
39392.1373,0,200,1,1,3,1.25,339.25
39394.28457,0,200,1,1,3,1.25,342
39396.43184,0,200,1,1,3,1.25,344.75
39398.57912,0,200,1,9,3,1.25,347.5
39400.72639,0,200,1,12,3,1.25,350.25
39402.87366,0,200,1,1,3,1.25,353
39405.02093,0,200,1,12,3,1.25,355.75
39407.16821,0,200,1,1,3,1.25,358.5
39409.31548,0,200,1,1,3,1.25,1.25
39411.46275,0,200,1,1,3,1.25,4
39413.61002,0,200,1,10,3,1.25,6.75
39415.75729,0,200,1,1,3,1.25,9.5
39417.90457,0,200,1,1,3,1.25,12.25
39420.05184,0,200,1,1,3,1.25,15
39422.19911,0,200,1,2,3,1.25,17.75
39424.34638,0,200,1,1,3,1.25,20.5
39426.49366,0,200,1,1,3,1.25,23.25
39428.64093,0,200,1,16,3,1.25,26
39430.7882,0,200,1,1,3,1.25,28.75
39432.93547,0,200,1,29,3,1.25,31.5
39435.08274,0,200,1,1,3,1.25,34.25
39437.23002,0,200,1,1,3,1.25,37
39439.37729,0,200,1,1,3,1.25,39.75
39441.52456,0,200,1,2,3,1.25,42.5
39443.67183,0,200,1,1,3,1.25,45.25
39445.8191,0,200,1,13,3,1.25,48
39447.96638,0,200,1,1,3,1.25,50.75
39450.11365,0,200,1,13,3,1.25,53.5
39452.26092,0,200,1,1,3,1.25,56.25
39454.40819,0,200,1,29,3,1.25,59
39456.55547,0,200,1,1,3,1.25,61.75
39458.70274,0,200,1,1,3,1.25,64.5
39460.85001,0,200,1,1,3,1.25,67.25
39462.99728,0,200,1,30,3,1.25,70
39465.14455,0,200,1,28,3,1.25,72.75
39467.29183,0,200,1,1,3,1.25,75.5
39469.4391,0,200,1,1,3,1.25,78.25
39471.58637,0,200,1,22,3,1.25,81
39473.73364,0,200,1,1,3,1.25,83.75
39475.88091,0,200,1,1,3,1.25,86.5
39478.02819,0,200,1,5,3,1.25,89.25
39480.17546,0,200,1,1,3,1.25,92
39482.32273,0,200,1,29,3,1.25,94.75
39484.47,0,200,1,27,3,1.25,97.5
39486.61728,0,200,1,26,3,1.25,100.25
39488.76455,0,200,1,27,3,1.25,103
39490.91182,0,200,1,1,3,1.25,105.75
39493.05909,0,200,1,7,3,1.25,108.5
39495.20636,0,200,1,1,3,1.25,111.25
39497.35364,0,200,1,1,3,1.25,114
39499.50091,0,200,1,1,3,1.25,116.75
39501.64818,0,200,1,1,3,1.25,119.5
39503.79545,0,200,1,1,3,1.25,122.25
39505.94273,0,200,1,25,3,1.25,125
39508.09,0,200,1,1,3,1.25,127.75
39510.23727,0,200,1,7,3,1.25,130.5
39512.38454,0,200,1,1,3,1.25,133.25
39514.53181,0,200,1,27,3,1.25,136
39516.67909,0,200,1,4,3,1.25,138.75
39518.82636,0,200,1,1,3,1.25,141.5
39520.97363,0,200,1,24,3,1.25,144.25
39523.1209,0,200,1,1,3,1.25,147
39525.26817,0,200,1,1,3,1.25,149.75
39527.41545,0,200,1,23,3,1.25,152.5
39529.56272,0,200,1,18,3,1.25,155.25
39531.70999,0,200,1,21,3,1.25,158
39533.85726,0,200,1,2,3,1.25,160.75
39536.00454,0,200,1,1,3,1.25,163.5
39538.15181,0,200,1,1,3,1.25,166.25
39540.29908,0,200,1,16,3,1.25,169
39542.44635,0,200,1,16,3,1.25,171.75
39544.59362,0,200,1,1,3,1.25,174.5
39546.7409,0,200,1,32,3,1.25,177.25
39548.88817,0,200,1,1,3,1.25,180
39551.03544,0,200,1,1,3,1.25,182.75
39553.18271,0,200,1,1,3,1.25,185.5
39555.32998,0,200,1,14,3,1.25,188.25
39557.47726,0,200,1,1,3,1.25,191
39559.62453,0,200,1,1,3,1.25,193.75
39561.7718,0,200,1,23,3,1.25,196.5
39563.91907,0,200,1,24,3,1.25,199.25
39566.06635,0,200,1,1,3,1.25,202
39568.21362,0,200,1,1,3,1.25,204.75
39570.36089,0,200,1,27,3,1.25,207.5
39572.50816,0,200,1,15,3,1.25,210.25
39574.65543,0,200,1,25,3,1.25,213
39576.80271,0,200,1,1,3,1.25,215.75
39578.94998,0,200,1,1,3,1.25,218.5
39581.09725,0,200,1,15,3,1.25,221.25
39583.24452,0,200,1,18,3,1.25,224
39585.3918,0,200,1,1,3,1.25,226.75
39587.53907,0,200,1,1,3,1.25,229.5
39589.68634,0,200,1,1,3,1.25,232.25
39591.83361,0,200,1,9,3,1.25,235
39593.98088,0,200,1,1,3,1.25,237.75
39596.12816,0,200,1,22,3,1.25,240.5
39598.27543,0,200,1,15,3,1.25,243.25
39600.4227,0,200,1,31,3,1.25,246
39602.56997,0,200,1,1,3,1.25,248.75
39604.71724,0,200,1,22,3,1.25,251.5
39606.86452,0,200,1,1,3,1.25,254.25
39609.01179,0,200,1,4,3,1.25,257
39611.15906,0,200,1,23,3,1.25,259.75
39613.30633,0,200,1,26,3,1.25,262.5
39615.45361,0,200,1,5,3,1.25,265.25
39617.60088,0,200,1,1,3,1.25,268
39619.74815,0,200,1,1,3,1.25,270.75
39621.89542,0,200,1,1,3,1.25,273.5
39624.04269,0,200,1,18,3,1.25,276.25
39626.18997,0,200,1,16,3,1.25,279
39628.33724,0,200,1,30,3,1.25,281.75
39630.48451,0,200,1,1,3,1.25,284.5
39632.63178,0,200,1,31,3,1.25,287.25
39634.77906,0,200,1,1,3,1.25,290
39636.92633,0,200,1,1,3,1.25,292.75
39639.0736,0,200,1,22,3,1.25,295.5
39641.22087,0,200,1,20,3,1.25,298.25
39643.36814,0,200,1,10,3,1.25,301
39645.51542,0,200,1,1,3,1.25,303.75
39647.66269,0,200,1,1,3,1.25,306.5
39649.80996,0,200,1,15,3,1.25,309.25
39651.95723,0,200,1,1,3,1.25,312
39654.1045,0,200,1,1,3,1.25,314.75
39656.25178,0,200,1,1,3,1.25,317.5
39658.39905,0,200,1,20,3,1.25,320.25
39660.54632,0,200,1,20,3,1.25,323
39662.69359,0,200,1,1,3,1.25,325.75
39664.84087,0,200,1,1,3,1.25,328.5
39666.98814,0,200,1,14,3,1.25,331.25
39669.13541,0,200,1,1,3,1.25,334
39671.28268,0,200,1,1,3,1.25,336.75
39673.42995,0,200,1,1,3,1.25,339.5
39675.57723,0,200,1,13,3,1.25,342.25
39677.7245,0,200,1,1,3,1.25,345
39679.87177,0,200,1,16,3,1.25,347.75
39682.01904,0,200,1,15,3,1.25,350.5
39684.16631,0,200,1,27,3,1.25,353.25
39686.31359,0,200,1,1,3,1.25,356
39688.46086,0,200,1,1,3,1.25,358.75
39690.60813,0,200,1,1,3,1.25,1.5
39692.7554,0,200,1,1,3,1.25,4.25
39694.90268,0,200,1,1,3,1.25,7
39697.04995,0,200,1,10,3,1.25,9.75
39699.19722,0,200,1,1,3,1.25,12.5
39701.34449,0,200,1,1,3,1.25,15.25
39703.49176,0,200,1,20,3,1.25,18
39705.63904,0,200,1,1,3,1.25,20.75
39707.78631,0,200,1,12,3,1.25,23.5
39709.93358,0,200,1,1,3,1.25,26.25
39712.08085,0,200,1,1,3,1.25,29
39714.22813,0,200,1,1,3,1.25,31.75
39716.3754,0,200,1,1,3,1.25,34.5
39718.52267,0,200,1,1,3,1.25,37.25
39720.66994,0,200,1,1,3,1.25,40
39722.81721,0,200,1,1,3,1.25,42.75
39724.96449,0,200,1,1,3,1.25,45.5
39727.11176,0,200,1,30,3,1.25,48.25
39729.25903,0,200,1,1,3,1.25,51
39731.4063,0,200,1,1,3,1.25,53.75
39733.55357,0,200,1,1,3,1.25,56.5
39735.70085,0,200,1,1,3,1.25,59.25
39737.84812,0,200,1,1,3,1.25,62
39739.99539,0,200,1,1,3,1.25,64.75
39742.14266,0,200,1,1,3,1.25,67.5
39744.28994,0,200,1,4,3,1.25,70.25
39746.43721,0,200,1,1,3,1.25,73
39748.58448,0,200,1,1,3,1.25,75.75
39750.73175,0,200,1,1,3,1.25,78.5
39752.87902,0,200,1,1,3,1.25,81.25
39755.0263,0,200,1,1,3,1.25,84
39757.17357,0,200,1,1,3,1.25,86.75
39759.32084,0,200,1,10,3,1.25,89.5
39761.46811,0,200,1,1,3,1.25,92.25
39763.61538,0,200,1,7,3,1.25,95
39765.76266,0,200,1,1,3,1.25,97.75
39767.90993,0,200,1,13,3,1.25,100.5
39770.0572,0,200,1,1,3,1.25,103.25
39772.20447,0,200,1,1,3,1.25,106
39774.35175,0,200,1,1,3,1.25,108.75
39776.49902,0,200,1,1,3,1.25,111.5
39778.64629,0,200,1,18,3,1.25,114.25
39780.79356,0,200,1,11,3,1.25,117
39782.94083,0,200,1,32,3,1.25,119.75
39785.08811,0,200,1,1,3,1.25,122.5
39787.23538,0,200,1,4,3,1.25,125.25
39789.38265,0,200,1,1,3,1.25,128
39791.52992,0,200,1,1,3,1.25,130.75
39793.6772,0,200,1,20,3,1.25,133.5
39795.82447,0,200,1,1,3,1.25,136.25
39797.97174,0,200,1,1,3,1.25,139
39800.11901,0,200,1,32,3,1.25,141.75
39802.26628,0,200,1,13,3,1.25,144.5
39804.41356,0,200,1,5,3,1.25,147.25
39806.56083,0,200,1,27,3,1.25,150
39808.7081,0,200,1,1,3,1.25,152.75
39810.85537,0,200,1,1,3,1.25,155.5
39813.00264,0,200,1,1,3,1.25,158.25
39815.14992,0,200,1,1,3,1.25,161
39817.29719,0,200,1,1,3,1.25,163.75
39819.44446,0,200,1,29,3,1.25,166.5
39821.59173,0,200,1,1,3,1.25,169.25
39823.73901,0,200,1,1,3,1.25,172
39825.88628,0,200,1,22,3,1.25,174.75
39828.03355,0,200,1,1,3,1.25,177.5
39830.18082,0,200,1,1,3,1.25,180.25
39832.32809,0,200,1,1,3,1.25,183
39834.47537,0,200,1,1,3,1.25,185.75
39836.62264,0,200,1,1,3,1.25,188.5
39838.76991,0,200,1,19,3,1.25,191.25
39840.91718,0,200,1,1,3,1.25,194
39843.06445,0,200,1,19,3,1.25,196.75
39845.21173,0,200,1,7,3,1.25,199.5
39847.359,0,200,1,1,3,1.25,202.25
39849.50627,0,200,1,1,3,1.25,205
39851.65354,0,200,1,1,3,1.25,207.75
39853.80082,0,200,1,1,3,1.25,210.5
39855.94809,0,200,1,31,3,1.25,213.25
39858.09536,0,200,1,1,3,1.25,216
39860.24263,0,200,1,1,3,1.25,218.75
39862.3899,0,200,1,1,3,1.25,221.5
39864.53718,0,200,1,1,3,1.25,224.25
39866.68445,0,200,1,1,3,1.25,227
39868.83172,0,200,1,1,3,1.25,229.75
39870.97899,0,200,1,1,3,1.25,232.5
39873.12627,0,200,1,1,3,1.25,235.25
39875.27354,0,200,1,1,3,1.25,238
39877.42081,0,200,1,4,3,1.25,240.75
39879.56808,0,200,1,1,3,1.25,243.5
39881.71535,0,200,1,1,3,1.25,246.25
39883.86263,0,200,1,1,3,1.25,249
39886.0099,0,200,1,1,3,1.25,251.75
39888.15717,0,200,1,1,3,1.25,254.5
39890.30444,0,200,1,11,3,1.25,257.25
39892.45171,0,200,1,1,3,1.25,260
39894.59899,0,200,1,1,3,1.25,262.75
39896.74626,0,200,1,4,3,1.25,265.5
39898.89353,0,200,1,1,3,1.25,268.25
39901.0408,0,200,1,29,3,1.25,271
39903.18808,0,200,1,1,3,1.25,273.75
39905.33535,0,200,1,22,3,1.25,276.5
39907.48262,0,200,1,1,3,1.25,279.25
39909.62989,0,200,1,1,3,1.25,282
39911.77716,0,200,1,15,3,1.25,284.75
39913.92444,0,200,1,1,3,1.25,287.5
39916.07171,0,200,1,1,3,1.25,290.25
39918.21898,0,200,1,11,3,1.25,293
39920.36625,0,200,1,1,3,1.25,295.75
39922.51352,0,200,1,1,3,1.25,298.5
39924.6608,0,200,1,1,3,1.25,301.25
39926.80807,0,200,1,16,3,1.25,304
39928.95534,0,200,1,1,3,1.25,306.75
39931.10261,0,200,1,8,3,1.25,309.5
39933.24989,0,200,1,1,3,1.25,312.25
39935.39716,0,200,1,1,3,1.25,315
39937.54443,0,200,1,1,3,1.25,317.75
39939.6917,0,200,1,1,3,1.25,320.5
39941.83897,0,200,1,20,3,1.25,323.25
39943.98625,0,200,1,20,3,1.25,326
39946.13352,0,200,1,1,3,1.25,328.75
39948.28079,0,200,1,17,3,1.25,331.5
39950.42806,0,200,1,1,3,1.25,334.25
39952.57534,0,200,1,8,3,1.25,337
39954.72261,0,200,1,1,3,1.25,339.75
39956.86988,0,200,1,1,3,1.25,342.5
39959.01715,0,200,1,1,3,1.25,345.25
39961.16442,0,200,1,1,3,1.25,348
39963.3117,0,200,1,9,3,1.25,350.75
39965.45897,0,200,1,1,3,1.25,353.5
39967.60624,0,200,1,15,3,1.25,356.25
39969.75351,0,200,1,2,3,1.25,359
39971.90078,0,200,1,1,3,1.25,1.75
39974.04806,0,200,1,1,3,1.25,4.5
39976.19533,0,200,1,1,3,1.25,7.25
39978.3426,0,200,1,11,3,1.25,10
39980.48987,0,200,1,8,3,1.25,12.75
39982.63715,0,200,1,1,3,1.25,15.5
39984.78442,0,200,1,1,3,1.25,18.25
39986.93169,0,200,1,1,3,1.25,21
